                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1845,                0.33705,                0.38455,                0.22526,                0.83617,                0.99907,                      1,                  0.995,                0.99108,                0.99907,                      1,                  0.995,                0.95316,                0.22041,                0.27422,                0.17599,                0.76429,              0.0012702,              0.0012702,              0.0012702
                   1846,                 0.3509,                0.45086,                0.24912,                 0.8329,                0.99905,                      1,                  0.995,                0.99098,                0.99905,                      1,                  0.995,                0.95403,                0.22183,                0.27679,                0.17344,                0.76463,              0.0012698,              0.0012698,              0.0012698
                   1847,                0.34876,                0.38751,                0.23741,                0.85502,                0.99904,                      1,                  0.995,                0.99093,                0.99904,                      1,                  0.995,                0.94771,                0.22238,                0.27836,                 0.1748,                0.76412,              0.0012694,              0.0012694,              0.0012694
                   1848,                0.36511,                0.45473,                0.25156,                0.81549,                0.99904,                      1,                  0.995,                0.99098,                0.99904,                      1,                  0.995,                0.94256,                0.22105,                0.27957,                0.17916,                0.76375,               0.001269,               0.001269,               0.001269
                   1849,                0.36138,                0.38805,                0.23743,                0.84524,                0.99904,                      1,                  0.995,                0.99343,                0.99904,                      1,                  0.995,                0.95134,                0.21832,                0.27854,                0.17672,                0.76385,              0.0012686,              0.0012686,              0.0012686
                   1850,                0.36763,                  0.468,                0.26364,                0.85795,                0.99903,                      1,                  0.995,                0.98971,                0.99903,                      1,                  0.995,                0.94735,                0.22009,                0.27521,                0.17515,                0.76406,              0.0012682,              0.0012682,              0.0012682
                   1851,                0.36355,                0.38271,                0.23852,                0.85452,                0.99901,                      1,                  0.995,                0.98966,                0.99901,                      1,                  0.995,                0.95087,                0.22453,                0.27326,                0.17488,                0.76397,              0.0012678,              0.0012678,              0.0012678
                   1852,                0.37141,                0.41798,                0.25966,                0.88238,                  0.999,                      1,                  0.995,                0.99093,                  0.999,                      1,                  0.995,                0.94992,                0.22484,                0.27432,                 0.1747,                0.76324,              0.0012674,              0.0012674,              0.0012674
                   1853,                0.33737,                0.36788,                 0.2257,                0.85033,                0.99899,                      1,                  0.995,                0.98898,                0.99899,                      1,                  0.995,                0.94987,                0.21939,                0.27693,                0.17677,                0.76304,               0.001267,               0.001267,               0.001267
                   1854,                0.33961,                0.42279,                0.23848,                0.84208,                0.99897,                      1,                  0.995,                0.98898,                0.99897,                      1,                  0.995,                0.95698,                0.21456,                 0.2775,                0.17712,                0.76306,              0.0012666,              0.0012666,              0.0012666
                   1855,                  0.351,                0.39789,                 0.2372,                0.87302,                0.99897,                      1,                  0.995,                0.98914,                0.99897,                      1,                  0.995,                0.95228,                0.21155,                0.27675,                0.17233,                0.76283,              0.0012662,              0.0012662,              0.0012662
                   1856,                0.33877,                0.35721,                0.23907,                0.82712,                0.99897,                      1,                  0.995,                0.99001,                0.99897,                      1,                  0.995,                0.95399,                0.20812,                0.27612,                0.17156,                0.76268,              0.0012658,              0.0012658,              0.0012658
                   1857,                 0.3191,                0.42952,                0.22955,                0.82691,                0.99895,                      1,                  0.995,                0.99001,                0.99895,                      1,                  0.995,                0.95968,                0.20612,                0.27455,                0.16958,                0.76258,              0.0012654,              0.0012654,              0.0012654
                   1858,                0.32969,                0.40448,                 0.2287,                0.83661,                0.99895,                      1,                  0.995,                0.99208,                0.99895,                      1,                  0.995,                 0.9595,                0.20631,                0.27294,                0.16923,                0.76233,               0.001265,               0.001265,               0.001265
                   1859,                0.37224,                0.38789,                0.24289,                0.84955,                0.99895,                      1,                  0.995,                0.99203,                0.99895,                      1,                  0.995,                0.95882,                0.20934,                0.27524,                0.17073,                0.76278,              0.0012646,              0.0012646,              0.0012646
                   1860,                0.33895,                0.38853,                0.24712,                0.85021,                0.99895,                      1,                  0.995,                0.99221,                0.99895,                      1,                  0.995,                0.95614,                0.21102,                0.28134,                0.17118,                0.76337,              0.0012642,              0.0012642,              0.0012642
                   1861,                0.35019,                0.38863,                0.24147,                0.83741,                0.99894,                      1,                  0.995,                0.99444,                0.99894,                      1,                  0.995,                0.95287,                 0.2103,                0.28473,                0.17208,                0.76341,              0.0012638,              0.0012638,              0.0012638
                   1862,                0.32559,                0.38838,                0.23013,                0.82783,                0.99893,                      1,                  0.995,                0.99447,                0.99893,                      1,                  0.995,                0.95531,                0.21175,                0.28389,                0.17818,                0.76338,              0.0012634,              0.0012634,              0.0012634
                   1863,                0.34116,                0.40594,                0.23862,                0.84922,                0.99894,                      1,                  0.995,                0.99248,                0.99894,                      1,                  0.995,                0.96055,                0.21126,                 0.2803,                0.18215,                0.76276,               0.001263,               0.001263,               0.001263
                   1864,                0.35787,                0.37538,                 0.2471,                0.83566,                0.99894,                      1,                  0.995,                0.99114,                0.99894,                      1,                  0.995,                0.96379,                0.21192,                0.27983,                0.17944,                 0.7629,              0.0012626,              0.0012626,              0.0012626
                   1865,                0.36112,                0.42601,                0.24901,                0.84305,                0.99894,                      1,                  0.995,                0.99115,                0.99894,                      1,                  0.995,                0.96026,                0.21296,                0.27741,                0.17271,                0.76301,              0.0012623,              0.0012623,              0.0012623
                   1866,                0.38649,                0.37869,                0.25508,                0.86056,                0.99893,                      1,                  0.995,                0.99253,                0.99893,                      1,                  0.995,                0.95027,                0.21523,                0.27771,                0.17664,                0.76288,              0.0012619,              0.0012619,              0.0012619
                   1867,                0.33102,                 0.4472,                0.23644,                0.83714,                0.99892,                      1,                  0.995,                0.99251,                0.99892,                      1,                  0.995,                0.94178,                0.21546,                0.28704,                0.17574,                0.76207,              0.0012615,              0.0012615,              0.0012615
                   1868,                0.35127,                0.42059,                0.24662,                0.83226,                0.99894,                      1,                  0.995,                 0.9924,                0.99894,                      1,                  0.995,                0.93526,                0.21172,                0.28478,                0.17596,                0.76119,              0.0012611,              0.0012611,              0.0012611
                   1869,                0.35117,                0.41941,                0.24857,                0.83626,                0.99893,                      1,                  0.995,                0.99126,                0.99893,                      1,                  0.995,                0.94108,                0.21064,                0.27271,                0.17446,                0.76031,              0.0012607,              0.0012607,              0.0012607
                   1870,                0.38582,                0.43331,                0.25586,                0.84733,                0.99897,                      1,                  0.995,                 0.9921,                0.99897,                      1,                  0.995,                0.94401,                 0.2153,                0.27037,                0.17206,                0.76095,              0.0012603,              0.0012603,              0.0012603
                   1871,                 0.3541,                0.43768,                0.25117,                0.84678,                  0.999,                      1,                  0.995,                0.99101,                  0.999,                      1,                  0.995,                0.94383,                0.21687,                0.27322,                0.17176,                0.76115,              0.0012599,              0.0012599,              0.0012599
                   1872,                0.36079,                0.47779,                0.26454,                0.84331,                0.99899,                      1,                  0.995,                0.98872,                0.99899,                      1,                  0.995,                0.94962,                0.22026,                0.27336,                0.17442,                0.76226,              0.0012595,              0.0012595,              0.0012595
                   1873,                0.34723,                0.40699,                0.23849,                0.84699,                0.99899,                      1,                  0.995,                 0.9861,                0.99899,                      1,                  0.995,                0.95323,                0.22874,                0.27614,                0.17186,                0.76343,              0.0012591,              0.0012591,              0.0012591
                   1874,                0.37534,                0.41235,                0.23972,                 0.8278,                0.99901,                      1,                  0.995,                 0.9863,                0.99901,                      1,                  0.995,                0.96281,                 0.2306,                0.28182,                0.17283,                0.76377,              0.0012587,              0.0012587,              0.0012587
                   1875,                0.40057,                0.47498,                0.26773,                0.85114,                0.99902,                      1,                  0.995,                0.98931,                0.99902,                      1,                  0.995,                0.96082,                0.22081,                0.28213,                0.17027,                0.76249,              0.0012583,              0.0012583,              0.0012583
                   1876,                0.33664,                0.34536,                0.23047,                0.82441,                0.99903,                      1,                  0.995,                0.99035,                0.99903,                      1,                  0.995,                0.95629,                0.21399,                0.28061,                 0.1694,                0.76115,              0.0012579,              0.0012579,              0.0012579
                   1877,                0.34585,                0.42327,                0.24922,                 0.8345,                0.99903,                      1,                  0.995,                0.99229,                0.99903,                      1,                  0.995,                0.94988,                0.21545,                0.28281,                0.16767,                0.76055,              0.0012575,              0.0012575,              0.0012575
                   1878,                0.37364,                0.45216,                0.26276,                0.84828,                0.99904,                      1,                  0.995,                0.98928,                0.99904,                      1,                  0.995,                0.95064,                0.22072,                 0.2854,                0.17099,                0.76063,              0.0012571,              0.0012571,              0.0012571
                   1879,                0.38734,                0.50163,                0.25735,                 0.8465,                0.99902,                      1,                  0.995,                0.98775,                0.99902,                      1,                  0.995,                0.94672,                0.22519,                0.28733,                0.17498,                0.76121,              0.0012567,              0.0012567,              0.0012567
                   1880,                0.35901,                0.36051,                0.24273,                0.82636,                0.99903,                      1,                  0.995,                0.98763,                0.99903,                      1,                  0.995,                0.94895,                0.22586,                 0.2882,                0.17792,                0.76125,              0.0012563,              0.0012563,              0.0012563
                   1881,                 0.3433,                0.39012,                0.23635,                0.82631,                0.99901,                      1,                  0.995,                0.98769,                0.99901,                      1,                  0.995,                0.95617,                0.21999,                0.28721,                0.17416,                0.76126,              0.0012559,              0.0012559,              0.0012559
                   1882,                0.34024,                0.40744,                0.25219,                0.83897,                  0.999,                      1,                  0.995,                0.99236,                  0.999,                      1,                  0.995,                 0.9527,                0.21396,                  0.287,                0.17219,                0.76075,              0.0012555,              0.0012555,              0.0012555
                   1883,                0.32018,                0.41435,                0.22638,                0.82843,                0.99898,                      1,                  0.995,                0.99235,                0.99898,                      1,                  0.995,                0.95423,                0.20929,                0.28782,                0.16631,                0.76116,              0.0012551,              0.0012551,              0.0012551
                   1884,                0.29764,                0.35336,                0.22054,                0.82235,                0.99896,                      1,                  0.995,                   0.99,                0.99896,                      1,                  0.995,                0.95868,                0.20591,                0.28781,                0.16467,                0.76111,              0.0012547,              0.0012547,              0.0012547
                   1885,                0.34284,                0.36946,                0.24261,                0.84358,                0.99892,                      1,                  0.995,                0.98812,                0.99892,                      1,                  0.995,                0.95559,                0.20329,                0.28484,                0.16328,                0.76224,              0.0012543,              0.0012543,              0.0012543
                   1886,                0.32072,                0.38252,                0.23389,                0.84815,                0.99888,                      1,                  0.995,                0.98729,                0.99888,                      1,                  0.995,                0.95765,                0.20474,                0.28236,                0.16784,                0.76267,              0.0012539,              0.0012539,              0.0012539
                   1887,                0.36131,                0.37435,                0.23377,                0.83532,                 0.9989,                      1,                  0.995,                0.98445,                 0.9989,                      1,                  0.995,                0.96074,                0.20886,                0.28276,                0.16845,                0.76418,              0.0012535,              0.0012535,              0.0012535
                   1888,                0.33724,                0.40369,                0.23544,                0.83436,                0.99888,                      1,                  0.995,                0.98471,                0.99888,                      1,                  0.995,                0.96313,                0.21199,                0.28521,                0.16522,                 0.7653,              0.0012531,              0.0012531,              0.0012531
                   1889,                 0.3331,                0.38905,                0.23226,                0.83142,                0.99885,                      1,                  0.995,                0.98648,                0.99885,                      1,                  0.995,                0.96079,                0.21547,                0.29142,                0.16795,                0.76636,              0.0012527,              0.0012527,              0.0012527
                   1890,                0.33649,                0.38878,                0.23291,                 0.8356,                0.99883,                      1,                  0.995,                0.98563,                0.99883,                      1,                  0.995,                0.94879,                 0.2165,                0.29435,                 0.1659,                0.76664,              0.0012524,              0.0012524,              0.0012524
                   1891,                0.37336,                0.40799,                0.24297,                0.85419,                 0.9988,                      1,                  0.995,                0.98955,                 0.9988,                      1,                  0.995,                 0.9516,                 0.2131,                0.28693,                0.16128,                0.76563,               0.001252,               0.001252,               0.001252
                   1892,                0.33628,                0.34627,                0.24332,                0.84113,                0.99879,                      1,                  0.995,                0.99076,                0.99879,                      1,                  0.995,                0.95982,                0.20537,                0.27847,                0.15918,                0.76381,              0.0012516,              0.0012516,              0.0012516
                   1893,                0.36297,                0.40028,                0.22699,                0.82344,                0.99879,                      1,                  0.995,                0.99098,                0.99879,                      1,                  0.995,                0.95432,                0.19749,                0.27474,                0.15922,                0.76151,              0.0012512,              0.0012512,              0.0012512
                   1894,                0.37246,                0.40747,                0.24441,                0.84026,                0.99882,                      1,                  0.995,                0.99137,                0.99882,                      1,                  0.995,                0.95625,                0.19829,                0.27782,                0.15945,                0.76066,              0.0012508,              0.0012508,              0.0012508
                   1895,                0.34207,                0.38263,                0.24418,                 0.8446,                0.99881,                      1,                  0.995,                0.99149,                0.99881,                      1,                  0.995,                0.95051,                0.20282,                0.28393,                0.15928,                0.76048,              0.0012504,              0.0012504,              0.0012504
                   1896,                0.34573,                0.36957,                0.24741,                0.84194,                0.99884,                      1,                  0.995,                0.99141,                0.99884,                      1,                  0.995,                0.94501,                0.20613,                0.29153,                0.16073,                0.76169,                0.00125,                0.00125,                0.00125
                   1897,                0.33783,                0.37748,                0.23325,                0.82593,                0.99885,                      1,                  0.995,                0.99347,                0.99885,                      1,                  0.995,                 0.9442,                0.20494,                0.29646,                0.16556,                0.76236,              0.0012496,              0.0012496,              0.0012496
                   1898,                0.35099,                0.41838,                0.24082,                0.83869,                0.99883,                      1,                  0.995,                0.99347,                0.99883,                      1,                  0.995,                0.94324,                0.20259,                 0.2992,                0.16885,                0.76229,              0.0012492,              0.0012492,              0.0012492
                   1899,                0.33746,                0.35504,                0.22952,                0.83342,                0.99882,                      1,                  0.995,                0.99339,                0.99882,                      1,                  0.995,                 0.9473,                0.20014,                0.29863,                0.17132,                0.76175,              0.0012488,              0.0012488,              0.0012488
                   1900,                0.34778,                0.40207,                0.24675,                0.82991,                0.99878,                      1,                  0.995,                 0.9894,                0.99878,                      1,                  0.995,                0.94822,                0.20019,                0.29723,                0.17114,                0.76146,              0.0012484,              0.0012484,              0.0012484
                   1901,                0.38108,                0.43729,                0.27392,                0.85325,                0.99875,                      1,                  0.995,                0.98924,                0.99875,                      1,                  0.995,                 0.9405,                0.20155,                0.29377,                0.16848,                0.76117,               0.001248,               0.001248,               0.001248
                   1902,                0.33113,                0.37619,                0.22725,                0.84291,                0.99871,                      1,                  0.995,                0.98931,                0.99871,                      1,                  0.995,                0.94532,                0.20155,                0.29097,                0.17001,                0.76094,              0.0012476,              0.0012476,              0.0012476
                   1903,                0.34008,                0.38408,                0.22945,                0.84162,                0.99872,                      1,                  0.995,                0.99195,                0.99872,                      1,                  0.995,                0.94419,                0.20159,                 0.2887,                0.17243,                0.76121,              0.0012472,              0.0012472,              0.0012472
                   1904,                0.38416,                0.43523,                0.24907,                0.84983,                0.99873,                      1,                  0.995,                0.99204,                0.99873,                      1,                  0.995,                0.95366,                0.20533,                  0.284,                0.17367,                0.76186,              0.0012468,              0.0012468,              0.0012468
                   1905,                0.30797,                0.33695,                0.21663,                0.84547,                0.99875,                      1,                  0.995,                0.99222,                0.99875,                      1,                  0.995,                0.95602,                0.21007,                0.27545,                0.17216,                0.76244,              0.0012464,              0.0012464,              0.0012464
                   1906,                0.35644,                0.41994,                0.25724,                0.85688,                0.99878,                      1,                  0.995,                0.99209,                0.99878,                      1,                  0.995,                0.95931,                0.21506,                0.26834,                0.17182,                0.76268,               0.001246,               0.001246,               0.001246
                   1907,                0.36578,                0.35718,                 0.2487,                0.86453,                0.99884,                      1,                  0.995,                0.99215,                0.99884,                      1,                  0.995,                 0.9564,                0.22051,                0.26512,                0.17323,                 0.7627,              0.0012456,              0.0012456,              0.0012456
                   1908,                0.32694,                0.37586,                 0.2281,                0.85723,                0.99889,                      1,                  0.995,                0.99173,                0.99889,                      1,                  0.995,                0.96379,                0.22168,                0.26382,                0.17328,                0.76267,              0.0012452,              0.0012452,              0.0012452
                   1909,                0.34254,                0.35293,                0.23398,                0.83672,                0.99897,                      1,                  0.995,                0.99211,                0.99897,                      1,                  0.995,                0.96573,                0.21762,                0.26281,                 0.1727,                0.76196,              0.0012448,              0.0012448,              0.0012448
                   1910,                 0.3531,                0.37268,                0.23757,                0.84059,                0.99901,                      1,                  0.995,                0.99207,                0.99901,                      1,                  0.995,                0.96527,                0.21493,                0.26401,                0.17054,                0.76206,              0.0012444,              0.0012444,              0.0012444
                   1911,                0.35513,                0.51673,                0.24323,                0.85207,                0.99906,                      1,                  0.995,                0.99213,                0.99906,                      1,                  0.995,                0.96349,                0.21493,                0.26648,                0.16823,                 0.7625,               0.001244,               0.001244,               0.001244
                   1912,                0.33181,                 0.3773,                0.22592,                0.85373,                0.99905,                      1,                  0.995,                0.99215,                0.99905,                      1,                  0.995,                0.96381,                0.21459,                0.26663,                0.16621,                0.76225,              0.0012436,              0.0012436,              0.0012436
                   1913,                  0.359,                0.37532,                0.23928,                0.85692,                0.99904,                      1,                  0.995,                0.99216,                0.99904,                      1,                  0.995,                0.95836,                0.21178,                0.26454,                0.16422,                0.76185,              0.0012432,              0.0012432,              0.0012432
                   1914,                0.35337,                0.43492,                0.24129,                0.86095,                0.99901,                      1,                  0.995,                0.99215,                0.99901,                      1,                  0.995,                0.96564,                0.20716,                 0.2619,                0.16557,                0.76121,              0.0012428,              0.0012428,              0.0012428
                   1915,                0.35459,                0.36095,                0.24582,                0.83751,                0.99899,                      1,                  0.995,                0.99214,                0.99899,                      1,                  0.995,                0.96703,                0.20435,                 0.2608,                0.16504,                0.76075,              0.0012425,              0.0012425,              0.0012425
                   1916,                0.32516,                0.50334,                0.23618,                0.85309,                0.99895,                      1,                  0.995,                0.99218,                0.99895,                      1,                  0.995,                0.96853,                0.20435,                0.26169,                0.16476,                0.76144,              0.0012421,              0.0012421,              0.0012421
                   1917,                0.34924,                0.42784,                0.23977,                0.84395,                0.99892,                      1,                  0.995,                0.99212,                0.99892,                      1,                  0.995,                0.95698,                0.20546,                0.26427,                0.16488,                0.76171,              0.0012417,              0.0012417,              0.0012417
                   1918,                0.33922,                0.37178,                0.23595,                0.84441,                0.99892,                      1,                  0.995,                0.99212,                0.99892,                      1,                  0.995,                0.94723,                0.20474,                  0.267,                0.16693,                0.76166,              0.0012413,              0.0012413,              0.0012413
                   1919,                 0.3554,                0.41326,                0.24524,                0.84422,                0.99891,                      1,                  0.995,                0.98965,                0.99891,                      1,                  0.995,                0.96204,                0.20354,                0.26706,                0.16547,                0.76173,              0.0012409,              0.0012409,              0.0012409
                   1920,                0.31119,                0.35065,                0.22228,                0.82456,                0.99891,                      1,                  0.995,                0.98996,                0.99891,                      1,                  0.995,                0.95542,                0.20548,                0.27223,                0.16779,                0.76211,              0.0012405,              0.0012405,              0.0012405
                   1921,                0.36463,                0.47882,                0.25804,                0.85919,                0.99892,                      1,                  0.995,                0.98735,                0.99892,                      1,                  0.995,                0.95864,                0.20755,                0.27566,                0.16616,                0.76265,              0.0012401,              0.0012401,              0.0012401
                   1922,                0.35613,                 0.4348,                0.24963,                0.82816,                0.99891,                      1,                  0.995,                 0.9923,                0.99891,                      1,                  0.995,                0.95377,                0.20957,                 0.2733,                0.16916,                0.76328,              0.0012397,              0.0012397,              0.0012397
                   1923,                 0.3207,                0.38519,                 0.2276,                0.81367,                0.99893,                      1,                  0.995,                0.99234,                0.99893,                      1,                  0.995,                0.95235,                0.21086,                0.27329,                0.16919,                0.76405,              0.0012393,              0.0012393,              0.0012393
                   1924,                0.38324,                0.46167,                0.25711,                0.82028,                0.99894,                      1,                  0.995,                0.99237,                0.99894,                      1,                  0.995,                0.94829,                0.20923,                 0.2743,                 0.1679,                 0.7643,              0.0012389,              0.0012389,              0.0012389
                   1925,                0.33067,                0.36195,                0.24036,                0.85122,                0.99896,                      1,                  0.995,                0.99234,                0.99896,                      1,                  0.995,                0.95134,                0.20708,                0.27285,                0.16674,                0.76384,              0.0012385,              0.0012385,              0.0012385
                   1926,                 0.3281,                0.33957,                0.24256,                0.82271,                0.99897,                      1,                  0.995,                0.99237,                0.99897,                      1,                  0.995,                0.95668,                0.20459,                 0.2701,                0.16476,                0.76343,              0.0012381,              0.0012381,              0.0012381
                   1927,                0.35381,                0.40098,                0.25989,                0.84375,                0.99897,                      1,                  0.995,                0.99224,                0.99897,                      1,                  0.995,                0.95969,                0.20392,                 0.2694,                0.16127,                0.76371,              0.0012377,              0.0012377,              0.0012377
                   1928,                 0.3469,                 0.4003,                0.24466,                 0.8126,                0.99899,                      1,                  0.995,                0.99228,                0.99899,                      1,                  0.995,                0.96335,                0.20419,                   0.27,                0.16102,                0.76368,              0.0012373,              0.0012373,              0.0012373
                   1929,                0.32857,                0.34389,                0.23212,                0.84115,                0.99899,                      1,                  0.995,                0.99221,                0.99899,                      1,                  0.995,                0.95572,                0.20612,                0.27209,                0.16589,                0.76418,              0.0012369,              0.0012369,              0.0012369
                   1930,                 0.3512,                0.39864,                0.25937,                 0.8476,                0.99899,                      1,                  0.995,                0.99222,                0.99899,                      1,                  0.995,                 0.9537,                0.21147,                0.27454,                0.16835,                0.76475,              0.0012365,              0.0012365,              0.0012365
                   1931,                 0.3621,                0.40915,                 0.2524,                 0.8491,                0.99898,                      1,                  0.995,                0.98953,                0.99898,                      1,                  0.995,                0.95649,                0.21588,                0.27559,                  0.171,                0.76506,              0.0012361,              0.0012361,              0.0012361
                   1932,                0.33659,                0.35378,                0.22575,                0.85204,                0.99899,                      1,                  0.995,                0.98948,                0.99899,                      1,                  0.995,                0.95696,                0.21536,                0.27465,                0.16972,                0.76457,              0.0012357,              0.0012357,              0.0012357
                   1933,                0.36916,                0.37386,                 0.2506,                0.85283,                0.99899,                      1,                  0.995,                0.98773,                0.99899,                      1,                  0.995,                 0.9659,                 0.2163,                0.27464,                0.17182,                0.76382,              0.0012353,              0.0012353,              0.0012353
                   1934,                0.33815,                0.47513,                0.24247,                0.82615,                0.99902,                      1,                  0.995,                0.98816,                0.99902,                      1,                  0.995,                0.96406,                0.22071,                0.27417,                0.17279,                0.76375,              0.0012349,              0.0012349,              0.0012349
                   1935,                0.31184,                0.38946,                0.22437,                0.85327,                0.99902,                      1,                  0.995,                0.99005,                0.99902,                      1,                  0.995,                0.95314,                0.22228,                  0.274,                0.17502,                0.76411,              0.0012345,              0.0012345,              0.0012345
                   1936,                0.31625,                0.34556,                0.21612,                0.81258,                0.99904,                      1,                  0.995,                0.99442,                0.99904,                      1,                  0.995,                0.95705,                 0.2141,                0.27519,                0.17198,                 0.7636,              0.0012341,              0.0012341,              0.0012341
                   1937,                 0.3429,                0.36349,                0.23312,                0.84793,                0.99905,                      1,                  0.995,                0.99327,                0.99905,                      1,                  0.995,                0.95084,                 0.2077,                 0.2791,                0.16943,                0.76354,              0.0012337,              0.0012337,              0.0012337
                   1938,                0.33671,                0.36044,                0.23169,                0.83873,                0.99907,                      1,                  0.995,                0.99329,                0.99907,                      1,                  0.995,                0.94498,                0.20536,                0.28262,                0.17245,                 0.7634,              0.0012333,              0.0012333,              0.0012333
